Area,SalePrice,Zoning,LotArea,Neighborhood,OverallQuality,OverallCondition,YearBuilt,YearRemodAdd,ExteriorQuality,ExteriorCondition,FullBath,HalfBath,Bedrooms,KitchenQuality,TotalRooms,MonthSold,YearSold
1687,160000,RL,57200,Timberland,5,5,1948,1950,3,3,1,0,3,3,7,6,2010
1346,220000,RL,11896,Timberland,7,5,2008,2008,4,3,2,0,3,4,6,5,2010
1214,179781,RL,9803,Timberland,7,5,2009,2010,4,3,2,0,2,4,6,1,2010
1444,174000,RL,9802,Timberland,5,5,2006,2007,3,3,2,1,3,3,7,4,2010
1968,269500,RL,12003,Timberland,8,5,2009,2010,4,3,2,1,4,5,8,5,2010
1894,214900,RL,11316,Timberland,7,5,2002,2003,4,3,2,1,4,4,8,2,2010
1908,202900,RL,14191,Timberland,8,5,2002,2002,4,3,2,1,4,4,9,4,2010
2018,378500,RL,13214,Timberland,9,5,2008,2009,5,3,2,0,3,5,10,5,2010
1264,169000,RL,15300,Mitchell,5,5,1965,1977,3,3,1,0,2,3,7,6,2010
1430,173500,RL,10114,Mitchell,5,5,2004,2005,3,3,2,0,3,4,7,3,2010
1824,139000,RL,9400,Mitchell,6,5,1971,1971,3,3,2,2,4,3,8,4,2010
1344,166500,RL,11875,Mitchell,5,5,1999,1999,3,3,2,0,3,3,7,6,2010
1092,83500,RM,1974,Meadow Village,4,5,1973,1973,3,3,1,1,3,3,6,5,2010
945,119500,RM,2394,Meadow Village,5,6,1973,1973,3,3,1,0,2,3,5,5,2010
1112,85000,RM,2592,Meadow Village,5,3,1976,1976,3,3,1,1,3,3,4,4,2010
1092,76000,RM,1476,Meadow Village,4,7,1970,1970,3,3,1,1,3,3,5,3,2010
630,75500,RM,1491,Meadow Village,4,6,1972,1972,3,3,1,0,1,3,3,5,2010
1092,88250,RM,1900,Meadow Village,4,4,1970,1970,3,3,1,1,3,3,5,6,2010
1092,85500,RM,1890,Meadow Village,4,6,1972,1972,3,3,1,1,3,3,5,6,2010
874,130000,RL,6953,Mitchell,5,7,1971,2004,3,4,1,0,3,3,5,6,2010
1188,157900,RL,26142,Mitchell,5,7,1962,1962,3,3,1,0,3,3,6,4,2010
833,149900,RL,12887,Mitchell,5,7,1984,1984,3,3,1,0,2,4,5,4,2010
2432,159000,RL,7700,Mitchell,5,2,1985,1986,3,1,4,2,4,3,10,2,2010
1274,136000,RL,10475,Mitchell,5,5,1991,1991,3,3,1,1,3,3,6,3,2010
1479,161000,RL,10544,Mitchell,5,5,1969,1969,3,3,2,0,5,3,8,4,2010
1803,285000,RL,9892,Mitchell,8,5,1994,1995,4,4,2,1,3,4,6,2,2010
1797,231000,RL,12961,Mitchell,6,5,1993,1994,4,4,2,1,3,4,7,3,2010
882,124500,RL,13008,Northwest Ames,6,5,1956,1956,3,3,1,0,2,3,5,10,2009
1434,157000,RL,10200,Northwest Ames,6,5,1974,1974,3,3,2,0,4,3,7,6,2009
2704,345000,RL,13860,Northwest Ames,8,7,1972,1995,4,3,2,1,4,5,9,7,2009
1608,189500,RL,10179,Gilbert,6,5,1997,1997,3,3,2,1,3,3,7,7,2009
2283,270000,RL,11792,Gilbert,8,5,2003,2003,4,3,2,1,4,4,9,8,2009
1628,189000,RL,8400,Gilbert,7,5,1996,1997,3,3,2,1,3,3,7,6,2009
1746,377500,RL,14892,Gilbert,9,5,2006,2007,5,3,2,0,3,5,7,10,2009
1474,168500,RL,8530,Gilbert,7,5,1995,1996,3,3,2,1,3,3,7,5,2009
2522,375000,RL,7296,Stone Brook,8,5,2004,2005,4,3,2,0,1,4,8,11,2009
1659,278000,RL,5664,Stone Brook,8,5,2000,2000,4,3,2,0,2,5,5,10,2009
1478,240000,RL,7380,Stone Brook,8,5,1998,1998,3,3,2,0,2,3,5,7,2009
1734,239500,RL,8013,Stone Brook,8,5,1995,1996,4,3,2,0,2,4,6,9,2009
1382,177500,RL,8923,Gilbert,7,5,1998,1998,4,3,2,1,3,3,7,2,2009
1718,185000,RL,10141,Gilbert,7,5,1998,1998,3,3,2,1,3,3,7,12,2009
1636,191000,RL,7500,Gilbert,6,5,1998,1999,4,3,2,1,3,3,7,10,2009
1571,178000,RL,7837,Gilbert,6,7,1993,1994,4,3,2,1,3,3,7,5,2009
1470,185000,RL,9765,Gilbert,6,8,1993,1993,5,4,2,1,3,3,6,4,2009
1516,181316,RL,8803,Gilbert,6,5,1994,1995,3,3,2,1,3,4,7,7,2009
1190,166000,RL,7250,Gilbert,6,5,1993,1993,3,3,2,0,3,4,6,11,2009
1593,178000,RL,9636,Gilbert,6,5,1992,1993,3,3,2,1,3,3,7,12,2009
1481,174000,RL,8125,Gilbert,6,5,1994,1995,3,3,2,1,3,3,6,3,2009
1167,173000,RL,9248,Gilbert,6,6,1992,1992,3,3,2,0,3,4,6,7,2009
1983,225000,RL,10762,Gilbert,7,5,1999,1999,4,3,2,1,3,4,9,5,2009
1442,180500,RL,11851,Gilbert,7,5,1990,1990,3,3,2,0,3,3,5,5,2009
1360,187500,RL,5814,Stone Brook,8,5,1984,1984,4,3,1,0,1,4,4,8,2009
2234,501837,RL,17423,Stone Brook,9,5,2008,2009,5,3,2,0,1,5,9,7,2009
2046,372500,RL,11844,Stone Brook,8,5,2008,2008,4,3,2,1,3,4,7,7,2009
1530,260000,RL,16158,Stone Brook,7,5,2005,2005,4,3,2,0,3,4,7,6,2009
1934,185000,RL,11900,Gilbert,5,6,1977,1977,3,3,2,1,3,3,6,7,2009
2353,260000,RL,13005,Northwest Ames,7,7,1980,1980,4,3,2,1,4,5,10,8,2009
1586,181000,RL,17043,Northwest Ames,6,5,1979,1998,3,4,2,0,3,3,7,1,2009
1411,82500,RL,11900,Northwest Ames,7,5,1977,1977,3,4,2,0,3,3,6,4,2009
1602,215000,RL,16635,Northwest Ames,6,7,1977,2000,4,3,2,0,3,4,8,6,2009
2050,154000,RL,13250,Northwest Ames,7,6,1978,1978,3,3,2,1,4,4,8,5,2009
1671,200000,RL,10928,Northwest Ames,6,6,1978,1986,3,3,2,0,3,3,7,8,2009
2673,249000,RL,12388,Northwest Ames,7,7,1980,1991,3,3,2,1,4,4,9,8,2009
1472,187500,RL,14115,Northwest Ames,7,5,1980,1980,3,3,2,0,3,3,6,6,2009
1707,184000,RL,11088,Northwest Ames,6,5,1978,1998,3,3,2,0,3,3,7,5,2009
2524,278000,RL,9600,Northwest Ames,8,5,1981,1981,4,3,2,1,4,4,9,7,2009
1601,157000,RL,11880,Northwest Ames,7,5,1978,1978,3,3,2,0,3,3,7,4,2009
1370,152000,RL,10400,Northwest Ames,7,5,1976,1976,3,3,2,0,3,3,6,6,2009
1868,197500,RL,10304,Northwest Ames,5,7,1976,1976,3,4,2,1,4,4,9,10,2009
1621,213000,RL,9373,Northwest Ames,5,7,1975,1975,3,3,2,0,3,3,7,6,2009
1116,167900,RL,10140,Northwest Ames,6,6,1974,1974,3,3,2,0,3,3,6,4,2009
1193,158000,RL,11050,Northwest Ames,7,5,1975,1975,3,3,2,0,3,3,5,8,2009
1350,165000,RL,10140,Northwest Ames,6,5,1974,1974,3,3,2,0,3,3,7,8,2009
2119,158000,RL,10448,Northwest Ames,6,6,1972,1972,3,3,2,1,3,3,7,8,2009
1792,136000,RL,9000,Northwest Ames,5,5,1974,1974,3,3,2,2,4,3,8,9,2009
1002,148500,RL,8750,Northwest Ames,5,6,1970,1970,3,3,1,0,3,3,5,8,2009
1026,156000,RL,7930,Northwest Ames,6,8,1969,2005,3,3,1,0,3,4,5,7,2009
1180,128000,RL,7830,Northwest Ames,5,5,1970,1970,3,3,1,1,2,3,6,3,2009
1050,143000,RL,8510,Northwest Ames,5,7,1971,1971,3,3,1,1,3,3,6,7,2009
864,76500,RL,7038,Northwest Ames,4,6,1970,1970,3,3,1,0,3,3,5,9,2009
864,120500,RL,6960,Northwest Ames,4,6,1970,1970,3,3,1,0,3,4,5,11,2009
864,124500,RL,8120,Northwest Ames,4,7,1970,1970,3,4,1,0,3,3,5,7,2009
864,97000,RL,10500,Northwest Ames,4,6,1971,1971,3,3,1,0,2,3,4,3,2009
864,130000,RL,9000,Northwest Ames,4,7,1971,2006,3,4,1,0,3,3,5,7,2009
987,111000,RM,1680,Briardale,6,5,1973,1973,3,3,1,1,2,3,5,7,2009
1365,125000,RM,2368,Briardale,5,6,1970,1970,3,3,1,1,3,3,7,5,2009
1302,112000,RM,1680,Briardale,5,5,1971,1971,3,3,2,1,3,3,6,5,2009
987,97000,RM,1680,Briardale,6,6,1972,1972,3,3,1,1,2,3,5,7,2009
987,118000,RM,1680,Briardale,6,8,1972,2007,3,3,1,1,2,4,5,5,2009
1302,119500,RM,1680,Briardale,5,7,1972,1972,3,3,2,1,3,3,6,2,2009
958,143750,RL,4928,Northpark Villa,6,6,1976,1976,3,3,2,0,2,3,5,10,2009
1548,146000,RL,2308,Northpark Villa,6,5,1976,1976,3,3,2,1,3,3,7,9,2009
1456,148500,RL,2280,Northpark Villa,6,6,1976,1976,3,3,2,1,3,3,7,7,2009
1055,123000,RL,2280,Northpark Villa,7,5,1975,1975,3,3,2,0,2,3,4,8,2009
1322,147000,RL,2308,Northpark Villa,6,5,1974,1974,3,3,2,1,3,3,6,6,2009
1456,137900,RL,2349,Northpark Villa,6,5,1977,1977,3,3,2,1,3,3,6,5,2009
1548,147000,RL,2364,Northpark Villa,6,5,1978,1978,3,3,2,1,3,3,7,7,2009
1441,148500,RL,2289,Northpark Villa,6,6,1978,1978,3,3,2,1,3,3,7,4,2009
1456,138000,RL,2364,Northpark Villa,6,5,1978,1978,4,3,2,1,3,3,6,4,2009
836,128500,RL,2104,Northpark Villa,7,6,1976,1976,3,3,1,0,2,3,5,10,2009
892,100000,RL,7150,Northwest Ames,5,5,1967,1967,3,3,1,0,3,3,5,7,2009
1120,148800,RL,10710,Northwest Ames,5,7,1966,2004,4,3,1,0,3,3,5,7,2009
1718,337500,RL,12456,Northridge Heights,10,5,2006,2007,5,3,2,0,3,5,7,7,2009
2772,462000,RL,14257,Northridge Heights,9,5,2007,2007,5,3,3,1,4,5,10,6,2009
3140,485000,RL,13518,Northridge Heights,9,5,2008,2009,5,3,3,1,4,5,11,7,2009
2402,555000,RL,15431,Northridge Heights,10,5,2008,2008,5,3,2,0,2,5,10,4,2009
1652,325000,RL,13173,Northridge Heights,9,5,2006,2007,4,3,2,0,2,5,6,11,2009
1600,256300,RL,14230,Northridge Heights,8,5,2007,2007,4,3,2,0,3,4,7,7,2009
2042,253293,RL,12704,Northridge Heights,8,5,2008,2009,5,3,2,1,3,5,8,8,2009
2690,398800,RL,12350,Northridge Heights,9,5,2009,2009,4,3,2,1,3,5,8,7,2009
2184,335000,RL,11308,Northridge Heights,9,5,2008,2008,5,3,2,1,3,5,10,7,2009
2020,404000,RL,12350,Northridge Heights,9,5,2008,2008,5,3,2,0,3,5,7,5,2009
2020,402861,RL,12220,Northridge Heights,10,5,2009,2009,5,3,2,1,3,5,9,9,2009
2296,451950,RL,13478,Northridge Heights,10,5,2008,2008,5,3,2,1,3,5,10,6,2009
2674,610000,RL,13693,Northridge Heights,10,5,2007,2007,5,3,2,1,2,5,8,3,2009
2822,582933,RL,13891,Northridge Heights,9,5,2008,2009,5,3,3,1,4,5,12,1,2009
1736,360000,RL,11578,Northridge Heights,9,5,2008,2008,5,3,2,0,3,5,7,7,2009
1782,296000,RL,16870,Northridge Heights,8,5,2004,2005,4,3,2,0,3,4,7,4,2009
2520,409900,RL,23303,Northridge Heights,8,5,2007,2007,4,3,2,1,5,5,10,6,2009
1717,255500,RL,11146,Northridge Heights,8,5,2006,2006,4,3,2,0,3,4,7,7,2009
1743,335000,RL,10367,Northridge Heights,9,5,2008,2008,5,3,2,0,3,5,8,6,2009
1713,274900,RL,9591,Northridge Heights,8,5,2004,2005,4,3,2,0,3,5,7,1,2009
1531,300000,RL,10872,Northridge Heights,9,5,2006,2006,4,3,2,0,2,5,6,2,2009
1808,324000,RL,13514,Northridge Heights,9,5,2008,2008,5,3,2,0,3,5,7,3,2009
2224,350000,RL,8834,Northridge Heights,9,5,2004,2005,4,3,2,1,4,5,10,6,2009
1836,280000,RL,11362,Northridge Heights,8,5,2004,2005,4,3,2,0,3,4,7,3,2009
1629,284000,RL,10655,Northridge Heights,8,5,2003,2004,4,3,2,0,3,4,7,10,2009
1760,269500,RL,12878,Northridge Heights,7,5,2003,2004,4,3,2,0,3,4,8,6,2009
1502,233170,RL,9541,Northridge Heights,7,5,2009,2009,4,3,2,0,3,4,7,9,2009
2392,386250,RL,13472,Northridge Heights,10,5,2003,2003,5,3,2,0,3,5,8,6,2009
2452,445000,RL,15274,Northridge Heights,9,5,2003,2003,4,3,2,0,3,5,10,7,2009
2400,290000,RL,13262,Northridge Heights,8,5,2003,2004,4,3,3,1,4,4,10,6,2009
1606,255900,RL,9658,Northridge Heights,8,5,2006,2006,4,3,2,0,3,4,6,7,2009
1358,213000,RL,6904,Northridge Heights,6,5,2005,2005,4,3,2,0,2,4,6,8,2009
1306,196000,RL,5381,Northridge Heights,6,5,2005,2005,4,3,2,0,1,4,5,8,2009
1306,184500,RL,5122,Northridge Heights,6,5,2005,2005,4,3,2,0,1,4,5,3,2009
1358,212500,RL,10307,Northridge Heights,7,5,2007,2008,4,3,2,0,2,4,6,5,2009
1314,230000,RL,5001,Northridge Heights,7,5,2007,2008,4,3,2,0,2,4,6,7,2009
2492,552000,RL,14836,Northridge Heights,10,5,2004,2005,5,3,2,1,2,5,8,2,2009
2200,382500,RL,15262,Northridge Heights,8,5,2003,2004,4,3,2,1,3,5,8,7,2009
1884,320000,RL,7390,Northridge Heights,9,5,2008,2009,5,3,2,0,2,5,6,5,2009
1456,248500,RL,6472,Northridge Heights,9,5,2008,2008,5,3,2,0,2,5,6,4,2009
1712,286500,RL,16770,Northridge Heights,8,5,2002,2003,4,3,2,0,3,4,8,9,2009
1324,254000,RL,6240,Northridge Heights,8,5,2006,2006,4,3,2,0,2,4,6,12,2009
1405,173000,RL,3480,Northridge Heights,7,5,2003,2003,4,3,2,0,2,4,6,11,2009
1626,173000,RL,2268,Northridge Heights,7,5,2003,2004,4,3,2,0,2,4,6,7,2009
1456,184000,RL,10928,Gilbert,7,5,2005,2005,4,3,2,1,3,4,8,6,2009
1490,167800,RL,8918,Gilbert,6,5,2005,2006,4,3,2,1,3,4,7,7,2009
1484,174000,RL,12589,Gilbert,6,5,2005,2005,4,3,2,1,3,4,8,6,2009
1560,174000,RL,11911,Gilbert,6,5,2005,2005,4,3,2,1,3,4,6,3,2009
1555,174000,RL,3684,Bloomington Heights,7,5,2007,2007,4,3,2,0,2,4,7,6,2009
1569,175900,RL,3635,Bloomington Heights,7,5,2007,2007,4,3,2,0,1,4,7,5,2009
1555,192500,RL,3182,Bloomington Heights,7,5,2005,2006,4,3,2,0,2,4,7,5,2009
1504,181000,RL,3182,Bloomington Heights,7,5,2005,2006,4,3,2,0,1,4,7,5,2009
1220,180000,RL,3182,Bloomington Heights,7,5,2005,2006,4,3,2,0,2,4,5,8,2009
1145,160200,RL,3182,Bloomington Heights,7,5,2005,2006,4,3,2,0,2,4,5,9,2009
1432,188500,RL,7795,Gilbert,7,5,2004,2005,4,3,2,1,3,4,6,7,2009
2267,200000,RL,8068,Gilbert,6,5,2002,2002,4,3,2,1,4,4,8,12,2009
1374,170000,RL,9434,Gilbert,7,5,2004,2005,4,3,2,1,3,4,6,8,2009
1630,189500,RL,7984,Gilbert,7,5,2004,2005,4,3,2,1,3,4,7,9,2009
1419,184100,RL,7750,Gilbert,8,5,2002,2002,4,3,2,1,3,4,7,3,2009
1594,195500,RL,10125,Gilbert,7,5,2004,2004,4,3,2,1,3,4,7,7,2009
1489,192000,RL,8965,Gilbert,7,5,2003,2003,4,3,2,1,3,4,8,6,2009
1342,178000,RL,8174,Gilbert,7,5,2003,2003,4,3,2,1,3,4,7,5,2009
1314,207500,RL,5063,Northridge Heights,7,5,2007,2008,4,3,2,0,2,4,6,4,2009
2256,236000,RL,8795,Gilbert,7,5,2000,2000,4,3,2,1,4,4,8,4,2009
2004,257500,RL,12891,Gilbert,8,5,2002,2002,4,3,2,1,4,4,8,7,2009
2054,244000,RL,12224,Gilbert,6,5,2000,2000,4,3,2,1,3,4,7,7,2009
1374,167000,RL,9734,Gilbert,7,5,2004,2004,4,3,2,1,3,4,7,5,2009
1800,179000,RL,8123,Gilbert,6,5,2000,2000,3,3,2,1,3,3,7,6,2009
1514,190000,RL,8433,Gilbert,6,5,2000,2000,3,3,2,1,3,3,7,6,2009
1430,156000,RL,7750,Gilbert,7,5,1999,2000,3,3,2,1,3,3,7,3,2009
2312,245000,RL,15896,Gilbert,7,5,1999,1999,4,3,2,1,4,4,8,5,2009
1675,181000,RL,24682,Gilbert,6,5,1999,1999,3,3,2,1,3,3,7,6,2009
2060,214000,RL,8755,Gilbert,7,5,1999,1999,4,3,2,1,3,4,8,6,2009
1430,168000,RL,7848,Gilbert,7,6,1999,1999,3,3,2,1,3,3,7,6,2009
2365,337000,RL,9430,Northridge,8,5,1999,1999,4,3,2,1,3,4,8,7,2009
2794,403000,RL,15138,Northridge,8,5,1995,1996,4,3,2,1,4,5,9,7,2009
2687,327000,RL,12720,Northridge,8,5,2000,2000,4,3,2,1,4,4,10,9,2009
2450,340000,RL,16545,Northridge,8,5,1998,1998,4,3,2,1,3,4,7,5,2009
2612,336000,RL,12203,Northridge,8,5,1998,1999,4,3,2,1,4,4,8,7,2009
2344,265000,RL,10208,Northridge,7,5,1996,1997,4,3,2,1,3,4,7,7,2009
2063,315000,RL,10750,Northridge,8,5,1994,1995,4,3,2,0,3,4,7,6,2009
2646,260000,RL,9900,Northridge,7,5,1993,1993,4,3,2,1,4,4,9,4,2009
2061,260000,RL,9085,Northridge,7,5,1995,1996,4,3,2,1,3,4,7,11,2009
2232,263550,RL,11692,Northridge,8,5,1993,1994,4,3,2,1,3,4,8,10,2009
2448,402000,RL,46589,Northridge,8,7,1994,2005,4,3,2,1,4,4,8,7,2009
1850,248000,RL,29959,Northridge,7,6,1994,1994,4,3,2,1,3,4,7,1,2009
1468,244600,RL,9612,Somerset,8,5,2008,2009,4,3,2,0,3,4,6,12,2009
1696,275000,RL,11194,Somerset,8,5,2008,2008,4,3,2,0,3,4,7,9,2009
1658,257500,RL,10206,Somerset,8,5,2008,2008,4,3,2,1,3,4,7,9,2009
1578,287090,RL,9262,Somerset,8,5,2008,2009,4,3,2,0,3,5,7,5,2009
1702,275500,RL,10130,Somerset,8,5,2007,2007,4,3,2,0,3,4,7,3,2009
1432,245000,RL,9139,Somerset,8,5,2006,2006,4,3,2,0,3,4,7,9,2009
1971,253000,RL,9675,Somerset,7,5,2005,2005,4,3,2,1,3,4,8,2,2009
2490,468000,RL,11128,Somerset,9,5,2005,2006,5,3,2,0,2,5,9,10,2009
1218,159000,RL,9605,Sawyer West,7,6,2007,2007,4,3,1,1,3,4,6,4,2009
1141,152000,RL,7500,Sawyer West,7,5,2006,2006,4,3,1,1,3,4,6,6,2009
1158,143500,RL,7500,Sawyer West,6,5,2004,2004,3,3,1,1,3,4,5,8,2009
1812,193000,RL,10628,Sawyer West,7,5,2004,2004,4,3,2,1,3,4,8,1,2009
1512,203000,RL,10141,Sawyer West,8,5,2004,2004,4,3,2,0,3,4,6,1,2009
1200,184900,RL,10083,Sawyer West,7,5,2003,2003,4,3,2,0,2,4,5,8,2009
1114,159000,RL,13072,Sawyer West,7,5,2004,2005,4,3,1,1,3,4,6,5,2009
1114,142000,RL,13072,Sawyer West,5,5,2004,2004,3,3,1,1,3,4,6,8,2009
1114,153000,RL,12450,Sawyer West,5,5,2003,2004,3,3,2,0,3,4,6,6,2009
1450,224243,RL,7328,Sawyer West,7,5,2008,2009,4,3,2,0,2,4,6,2,2009
2122,220000,RL,11492,Sawyer West,7,5,1996,1997,4,3,2,1,4,4,8,4,2009
1844,257000,RL,10994,Sawyer West,8,5,2005,2006,4,3,2,0,2,4,7,9,2009
1434,189000,RL,8529,Sawyer West,7,5,2001,2001,4,3,2,0,3,4,6,4,2009
1730,171500,RL,7703,Sawyer West,6,6,1992,1992,4,4,2,1,3,4,6,11,2009
1217,120000,RL,10762,Sawyer West,6,6,1980,1980,3,3,1,1,3,3,6,4,2009
1332,145000,RL,7175,Sawyer West,6,5,1990,1991,4,3,2,0,2,4,5,2,2009
1540,184000,RL,9109,Sawyer West,7,5,1994,1994,4,3,2,1,3,4,6,10,2009
1400,162000,RL,10274,Sawyer West,6,7,1986,1986,3,4,2,1,3,3,6,7,2009
1882,160000,RL,8250,Sawyer West,6,7,1981,1981,3,3,2,0,4,3,8,5,2009
841,82000,RH,8400,Sawyer West,4,4,1950,1950,2,2,1,0,2,3,4,9,2009
784,76000,RH,9000,Sawyer West,6,3,1928,1950,3,3,1,0,2,3,5,10,2009
980,110000,RL,9750,Sawyer,5,5,1962,1962,3,3,1,0,3,3,5,11,2009
980,135000,RL,7064,Sawyer,5,6,1977,1977,3,3,1,0,3,3,6,7,2009
864,141000,RL,8499,Sawyer,5,6,1961,1961,3,3,1,0,3,3,5,6,2009
864,122000,RL,9079,Sawyer,5,5,1961,1961,3,3,1,0,2,3,5,7,2009
1020,124100,RL,9316,Sawyer,5,5,1965,1965,3,3,2,0,3,3,5,5,2009
912,129000,RL,7791,Sawyer,5,8,1963,1995,4,4,1,0,3,4,6,10,2009
1144,131400,RL,10000,Sawyer,5,6,1961,1983,3,3,1,0,3,3,6,3,2009
864,62383,RL,8281,Sawyer,5,5,1965,1965,3,3,1,0,3,3,5,12,2009
912,123000,RL,7150,Sawyer,5,6,1962,1962,3,3,1,0,3,3,6,10,2009
2014,275000,RL,15676,Veenker,8,8,1980,1980,4,4,2,0,2,4,6,4,2009
1755,235000,RL,11949,Northridge,7,8,1991,2008,4,4,2,1,3,4,7,7,2009
1694,318750,RL,14694,Veenker,8,9,1977,2008,5,5,2,0,2,5,5,6,2009
1226,211500,RL,3782,Greens,8,5,1981,1981,4,3,1,0,1,4,4,9,2009
1740,241600,RL,15417,Veenker,7,5,1981,1981,4,3,1,1,2,4,7,6,2009
2499,180500,RL,9600,Veenker,8,5,1976,1976,4,4,2,1,4,3,5,1,2009
1620,150000,RL,9991,Sawyer,4,4,1976,1993,3,3,2,0,3,3,8,6,2009
1556,154000,RL,11700,Northwest Ames,6,6,1968,1968,3,3,1,1,4,3,8,5,2009
1442,185000,RL,11717,Northwest Ames,6,6,1970,1970,3,3,2,0,2,3,6,2,2009
1489,185750,RL,9156,Northwest Ames,6,7,1968,1968,3,3,2,0,3,4,7,8,2009
2090,200000,RL,10382,Northwest Ames,7,6,1973,1973,3,3,2,1,3,3,7,11,2009
2067,206000,RL,12732,Northwest Ames,7,6,1974,1974,3,3,2,1,3,4,7,6,2009
1395,162000,RL,12936,Northwest Ames,6,6,1972,1972,3,3,1,1,3,3,6,12,2009
2640,256900,RL,10400,Northwest Ames,6,7,1967,1997,3,3,2,1,5,4,8,5,2009
1724,197900,RL,17871,Northwest Ames,6,5,1967,1976,3,3,1,1,3,3,7,6,2009
1336,163000,RL,9600,Northwest Ames,5,5,1969,1969,3,3,2,0,3,3,6,8,2009
1216,113000,RL,9000,Northwest Ames,6,5,1969,1969,3,3,1,0,3,3,5,8,2009
2288,230000,RL,13774,Northwest Ames,7,7,1977,1992,3,4,1,2,4,4,8,11,2009
1334,167900,RL,9650,Northwest Ames,6,5,1977,1977,3,3,2,0,2,3,6,4,2009
1680,213250,RL,10140,Northwest Ames,7,5,1998,1999,4,3,2,0,3,4,7,6,2009
1665,227000,RL,8400,Northwest Ames,8,6,2001,2001,4,3,2,1,3,4,6,11,2009
864,130000,RL,7130,Northwest Ames,5,6,1967,1967,3,3,1,0,2,3,5,6,2009
1568,143000,RL,9600,Northwest Ames,5,5,1967,1967,3,3,1,1,3,3,7,3,2009
925,117500,RL,9100,Northwest Ames,5,6,1965,1965,3,3,1,0,2,3,5,7,2009
2061,168500,RL,9600,Northwest Ames,7,5,1974,1974,3,3,2,1,4,3,8,5,2009
1320,172500,RL,16500,Northwest Ames,6,5,1971,1971,3,3,2,0,3,3,5,5,2009
1342,161500,RL,9790,Northwest Ames,6,5,1967,1967,3,3,2,0,3,3,7,9,2009
894,141500,RL,7436,Northwest Ames,4,7,1960,1960,3,3,1,0,2,3,5,8,2009
864,118000,RL,8125,Northwest Ames,5,7,1959,1959,3,3,1,0,3,3,5,9,2009
864,127500,RL,9100,Northwest Ames,6,6,1959,1959,3,3,1,0,2,3,5,10,2009
1362,140000,RL,9450,Northwest Ames,4,5,1957,1957,3,3,1,0,3,3,6,5,2009
1728,177625,RL,13495,Northwest Ames,5,6,1956,1956,3,4,2,0,3,3,7,7,2009
1776,110000,RL,11475,Northwest Ames,5,5,1958,1958,3,3,2,0,4,3,9,7,2009
1516,167000,RL,10004,Northwest Ames,6,6,1964,1964,3,3,1,1,3,3,6,2,2009
1313,153000,RL,9350,Northwest Ames,5,6,1961,1995,3,3,1,1,3,4,6,2,2009
1292,145100,RL,10500,Northwest Ames,5,5,1964,1964,3,4,1,1,3,3,6,7,2009
1154,154000,RL,11000,Northwest Ames,5,6,1966,1966,3,3,1,1,3,3,6,11,2009
2140,177500,RL,8970,Northwest Ames,5,6,1965,1965,3,4,2,1,4,3,7,6,2009
1445,158000,RL,12095,Northwest Ames,6,6,1964,1964,3,4,1,1,3,3,7,8,2009
1041,124500,RL,9600,Northwest Ames,5,6,1959,1959,3,3,1,0,3,3,6,7,2009
1576,174500,RL,11475,Northwest Ames,6,6,1961,1961,3,3,1,0,4,4,7,9,2009
960,122000,RL,9768,Northwest Ames,5,5,1955,1955,3,3,1,0,2,3,5,2,2009
708,82500,RL,5330,Brookside,4,7,1940,1950,2,3,1,0,2,2,5,12,2009
1203,110000,RL,7015,Brookside,5,4,1950,1950,3,3,1,0,3,4,5,7,2009
1505,149500,RL,12160,Northwest Ames,6,4,1953,1953,3,3,1,0,2,3,6,2,2009
1691,175000,RL,9900,Northwest Ames,6,5,1967,1967,4,3,1,0,2,3,5,4,2009
1644,167000,RL,9600,Northwest Ames,6,5,1953,1953,3,3,1,0,3,3,7,10,2009
1050,128900,RL,9600,Northwest Ames,5,6,1956,1956,3,3,1,0,2,3,5,6,2009
1668,140000,RL,9600,Northwest Ames,6,8,1950,2005,3,4,1,1,3,3,6,9,2009
1113,147000,RL,9600,Northwest Ames,5,7,1950,2007,4,3,1,0,3,4,5,7,2009
1584,124000,RL,8944,Northwest Ames,5,5,1967,1967,3,3,2,0,4,3,8,4,2009
1453,187500,RL,10573,Northwest Ames,6,6,1961,1961,3,3,2,0,3,3,6,4,2009
1394,159000,RL,9500,Northwest Ames,6,5,1963,1963,3,3,1,1,3,3,6,7,2009
1567,256000,RL,14695,Northwest Ames,6,8,1966,2008,3,4,2,0,2,4,5,7,2009
1986,205000,RL,13600,Northwest Ames,7,6,1965,1990,3,3,2,1,3,3,7,10,2009
2142,193500,RL,13000,Northwest Ames,6,6,1968,1968,3,4,2,1,4,4,8,6,2009
1392,110000,RL,13560,Northwest Ames,6,3,1968,1968,3,3,1,0,2,3,5,7,2009
1738,104900,RL,12513,Northwest Ames,4,4,1920,2007,3,4,2,0,4,3,7,6,2009
1144,150000,RL,8760,Northwest Ames,5,7,1956,1956,4,3,1,0,3,3,6,6,2009
1478,156500,RL,8400,Northwest Ames,6,3,1957,1957,3,3,1,1,3,3,6,6,2009
1329,176000,RL,12285,Northwest Ames,7,6,1960,1960,3,3,1,1,3,3,5,8,2009
988,149500,RL,9240,Northwest Ames,6,8,1959,1998,4,3,2,0,3,4,6,6,2009
1632,139000,RL,9600,Northwest Ames,6,6,1958,1988,3,3,2,0,3,3,6,4,2009
